content,Class,cluster
'Buzzed that I\'m going Amsterdam on Friday! Ajax tickets could do with turning up though #fuckyouviagogo',positive,cluster10
'US Secretary of State Press Availability on the London Conference: LONDON, United-Kingdom, February 24, 2012/Afr... http://t.co/5R2M4BQb',neutral,cluster5
'A cheeky 61 by Nick Watney good enough to win #CIMBClassic at -22 from @robertgarrigus & @bovanpelt. @TigerWoods closed with 63 to share 4th',positive,cluster4
'@Al_Pro_ best one ever 7th track Dr.Dre on the beat ft. Biggie,2pac,Big L,& Big Pun...song is gonna be called \\\"\"We Ain\'t Dead\\\"\" lmaooo',positive,cluster10
'So happy HISD has no school tomorrow! No student teaching in the morning!!',positive,cluster10
'For me, Big L is the 3rd best story teller in rap.',positive,cluster2
'@yosp why doesnt Sony promote 1st party games? AC3 commercials are on tv all the time. And no one (cont) http://t.co/6uXrjMvC',negative,cluster9
'Might have too skip the scrimmage tomorrow, I gotta see the Heat beat the Knicks tomorrow',neutral,cluster1
'En plein visionnage de \\\"\"Shut up and play the hits!\\\"\" James Murphy est mon dieu...',neutral,cluster6
'Looks like the iPad Mini will be released 11/2. And Apple ordered 10 million for Q4 alone. Holy cow. http://t.co/W1ZC6Wmk',neutral,cluster2
'If aliens observed Earth to learn about us, I wish they\'d watch the Olympics. Rather than Mardis Gras or the 4th of July...',neutral,cluster9
'Ash Wednesday is always hard for me, any day focused around ash on your body brings back bad memories for me.',negative,cluster2
'on the bright side THE Maya Angelou will be arriving at Elon University tomorrow night. #WelcomeMaya',positive,cluster6
'day off yesterday wheww may time din at napanood ang Unofficially Yours at segunda mano.',neutral,cluster4
'@JonathanDBrown I\'ve been cleaning all day and watching Project X non stop. I think I\'m on my 6th time. Love this movie! You the man!!',positive,cluster10
'My love for Maya Rudolph may be borderline obsessive. I just looooove her!',positive,cluster6
'#picstitch At my 1st Phillies game watching the Knicks Vs Heat #AtTheSameDamTime http://t.co/LYgnb2Cj',neutral,cluster1
'Just filled out my Home Depot Application....Matteson, Alsip, Orland Park, Homewood, & Cal City now I need to make moves that way tomorrow.',neutral,cluster10
'Imaaa make Darrell take me to the movies on the 19th . #TeamSpoiled',neutral,cluster10
'People getting off Caltrain at 4th and King for the #SFGiants parade are already pretty wasted... at least they didn\'t drive in I guess.',negative,cluster10
'@ChrisAshton1 gutted.takin Mrs 2 her 1st eng game then. She loves the dive fella.cocky git! Wish u well 4rest of internationals.',positive,cluster8
'@alex_baran ahh me too :) if you like Rella you\'ll like \\\"\"NY ( Ned Flanders)\\\"\" ... It\'s the 3rd song on vol. 2!',positive,cluster7
'@TIUBeachBabe @toneitup it was in the member\'s email. Info will be up on the blog tomorrow. Series for the next 2 weeks :) daily motivation',positive,cluster9
'Epic!  Judas Priest - Hell Patrol [British Steel 30th Anniversary HD] https://t.co/DIWKuHm9 my top fav song from Painkiller \\m/ love it',positive,cluster7
'But does anyone wanna go to Boston with me tomorrow to see Richie Hawtin and Loco Dice perform? #cntrltour',neutral,cluster3
'Look how far they\'ve come since July 23rd 2010. They have a smash album, Brit Award, and the even beat out Justin Bieber for a TCA.',positive,cluster7
'@bobmcbobbob1 Optimism: Pancake day on Sunday.',positive,cluster2
'They put the days we missing on the news: 2 days from Christmas Break, President\'s Day, and we get out June 24. -______-',neutral,cluster2
'\\\"\"@DDingle42: Nick Young Skill Set Is Crazy !\\\"\" Him or JR Smith for 6th man of the year',neutral,cluster1
'#stamps The U.S. Postal Service made a special delivery Saturday at the L.A. Times Festival of Books\' Poetry Sta... http://t.co/1sstWZ4Z',neutral,cluster5
'Cheese curls and wine is a great bed time snack. Time for lights out before my regional day tomorrow! Haha #insidejoke #sleep #goodnight',positive,cluster10
'So the Penguin/Random House merger is to go ahead? Better than it falling into Murdoch\'s clutches. (A mistake for TUC to sell Sun 41 yr ago)',neutral,cluster3
'Yeay..hopefully RunMan ep 91 with Eng Sub will be out by Tuesday...Can\'t wait to watch it!!!Go Go Go Yooruce Willis...Yoo Jae Suk jjang!!',positive,cluster8
'Daily Zap: April 3rd:   Daily Zap: April 3rd  Check out a whip around the league for all the highlights from ton... http://t.co/wCD04IL2',neutral,cluster6
'Fuck it... no one pays attention anyhow.. THIS! Next Tuesday on @thered_show, the original Nirvana drummer Chad Channing! @themixxradio',negative,cluster10
'Burger & Blonde Friday today @moogb Crows Nest $2.00 Pure Blonde with any burger purchase!',neutral,cluster3
'I can\'t forgive Farrackhan for the Malcolm X thing. And ninjas ain\'t done sht since the million ninjas march...name one thing.where the$',negative,cluster3
'@VirginAmerica Friday flight JFK to LAX @9.15 AM. Is it still on? Will we get home?',neutral,cluster10
'@NSRGarret The 1971 Act lumps it in with President\'s Day and other \\\"\"Monday\\\"\" holidays so that federal employees get a 3 day weekend',neutral,cluster2
'NEWS: Bookmaker Paddy Power\'s \'lucky pants\' make an appearance at Chisora weigh-in ahead of Saturday\'s... http://t.co/epimGZ7d #pr #prjobs',neutral,cluster4
'@ruanlouw75 Are you available to play Sunday in the President\'s Day game?',neutral,cluster1
'Sixteen tomorrow omg what an breakthrough weekend with all the fellas in the building',positive,cluster10
'@paulosamaniego 9/9 account using your Blackberry device, u may want to follow @BlackBerryHelp for updates and additional support from RIM.',neutral,cluster9
'OMFGOMFGOMFGOMFG The Black Dahlia Murder/Machine Head/Dethklok/All That Remains are gonna be at the Palladium in November! *JOOOOOOOY*',positive,cluster4
'FREE DOWNLOAD! Adam Freeland - Morning sun (Endymion Bootleg)! Click on the link below & like Endymion on Facebook! http://t.co/EgkAwpQQ',neutral,cluster7
'@MagicAntonio Merson may not want to gamble, but he\'s playing poker. At some point you have to take calculated risks.',neutral,cluster1
'1pm August 16th Live stream + Duels with miley. :) Be prepared!',neutral,cluster10
'Calm before the storm. I am ready!!! \\\"\"Good Girl, Bad Girl\\\"\" stage play tomorrow at FABC! After this show, up next is, \\\"\"Don\'t Judge Me.\\\"\"',neutral,cluster10
'@ShowOffZiggler You\'ll find out Sunday! He\'s in a match! Then an Elimination Chamber match for the IC title the week after!',neutral,cluster4
'Watching the Eli young band on the cmas right now.. About this time tomorrow I will be watching them in person in Starkville!!!!',neutral,cluster10
'Aaah guys it\'s Friday already in Spain where @YenkeSeijunkawa lives... I wanna do Follow Friday now but I have to consider Hawaii\'s time...',neutral,cluster9
'Watching full 1st season of The Finder on Hulu plus. So funny lazydaysies I see why you liked it! onAciq',positive,cluster4
'Iqaluit just wouldn\'t be Iqaluit without the drunks screaming at each other on a Saturday morning ... depressing buggers.',negative,cluster7
'I\'m going to North Mississippi Allstars at Neighborhood Theatre in Charlotte, NC - Sep 21 http://t.co/DfaVMy3L',neutral,cluster9
'Off to St. John\'s to help coach the girls softball team! Iqaluit on Wednesday #lastweekendhome',neutral,cluster1
'PRIMAVERA FIXTURE LIST - Milan Primavera begin their campaign on August 25th at Cesena and end it on April 27th at S... http://t.co/VPaTcHhX',neutral,cluster5
'We have a game Friday at the Knicks then back home in Miami on Saturday against the Nuggets #TeamHeat #HeatNation',neutral,cluster1
'Just watched the Haye - Chisora fight from Saturday night. Haye smashed it. #boxing',neutral,cluster4
'As I\'m watching Candyman I realize that its it not scary at ALL! Kinda funny or it may b the liquor either way I\'m laffin',positive,cluster10
'Zaheer Khan was injured on the 1st test, day 1 of Eng\'s tour. Steve Finn is now injured(thigh injury) on the day 1 of 1st tour game. Hmmm.',negative,cluster1
'James Murphy best of luck tomorrow lil man. you\'ll do great no doubts.',positive,cluster10
'Im going to be the Black Dahlia tomorrow and no ones going to get it because everyone is stupid.',negative,cluster4
'#BusinessNews P&G shifts top executives to Singapore: US consumer giant Procter and Gamble (P&G) said Friday it ... http://t.co/XI1yXQwh',neutral,cluster6
'1 nov 12, \\\"\"...South Korea continued to have the highest average connection speed, followed by Japan and Hong... http://t.co/Um2ceSqr',neutral,cluster3
'Well done to the Top 3 yesterday 1. Omega 2. EJ Bull Ring 3. LD Merry Hill  The big Q4 starts today!  \\\"\"Treat this Christmas like your 1st\\\"\"',positive,cluster10
'@USC_Zack @broncopeyton @gsf_23 lmfao when May comes around, watch Zachary cheer for the Bulls or Celtics lololol',positive,cluster8
'Come check out the Montanari Bros East Coast Cup October 20th in New Haven CT! I will be there! I have some... http://t.co/pnyreXYK',neutral,cluster2
'So i found my vans beanie might take it tomorrow :p',neutral,cluster6
'What teams do you think may get transferred/moved in the future?   I can only see the Sacramento Kings, Phoenix... http://t.co/Y7D3Qcn4',neutral,cluster1
'Who\'s going to Pumpkins and Pancakes at @southcoastplaza October 28? #halloween',neutral,cluster10
'On Tuesday, the theatres open at ten o\'clock in the morning,  as Lent begins after eight at night. On Tuesday, all those who through  want',neutral,cluster10
'@zachbernard I don\'t see C. Edwards doing anything but racing hard on Thurs in Duels on @Speed I\'m sure he will be smart though!',positive,cluster10
'David Haye claims a fight with Vitali Klitschko \\\"\"has been agreed\\\"\", according to the Sun. Better start protecting that big toe David...',positive,cluster4
'Who\'s into Astrology? And I mean in depth with it not just Sun sign Astrology. In other words able to do natal/birth chart readings?',neutral,cluster9
'Who wants to take me to the Fairground\'s or Williamsport\'s fireworks tomorrow!',neutral,cluster2
'@RobBase92Q Haven\'t hear about Morgan State.... but Coppin State is closed for tomorrow. #Sandy',negative,cluster1
'@_TheLondonLook Do me a favor.. I want you to look up a song called \\\"\"Tomorrow\\\"\" by The Winans when you get a chance...and listen to the words',neutral,cluster10
'@GrimsbyPride s Sean and Ash doing a run though tonight ready for their Radio show tomorrow night live 8pm till 10pm @manchesterpride',neutral,cluster10
'Kang Ho Dong has come back.  On October 29, Kang appeared in the main building of SBS in order to do a shooting... http://t.co/DNotrpeH',neutral,cluster9
'I WOULD STILL VOTE FOR ENRILE. Old as he may be, he makes me feel that our law is sweet as it may be sour.',positive,cluster10
'Italy: Also tonight Livorno host Cesena looking to end of run of 2 home defeats on the trot.Hellas in 2nd welcome lowly Lanciano tomorrow.',neutral,cluster9
'6 agencies, incl. the Bomb Squad, were needed to dispose of hazardous waste at E. 10th St/Post Rd. http://t.co/TnCe4sfH http://t.co/iESfohaa',neutral,cluster6
'I may do a 30-mile bike ride for the Giants on weds cause you know Caltrain is going to suck more than the Cardinals.',negative,cluster4
'Bel Ami you are one strange movie, but I like you and I must keep watching....I may have to read the book.',positive,cluster3
'Can someone give me a lift from pope pius school to hillsborough on Tuesday night at about 7:30 please! ANYONE! Money will be involved!!!',neutral,cluster10
'NBA Video - The Daily Zap: All the action from Wednesday\'s six pack can be found right here in the Daily Zap. http://t.co/N1HoDRMa #NBA',neutral,cluster6
'just deleted 100 pictures from my phone, realized I look hideous in most, diet starts tomorrow. #goodnight',neutral,cluster10
'NBA NEWS:  The New York Knicks will take on the Miami Heat at MSG on Saturday (Australian Time) in their season... http://t.co/STbP6qTU',neutral,cluster1
'@Michelle_Foy1 @kimmikaa @pameatsbabies if you dont know hes the vocalist of the metal band Lamb Of God and is a sorta a 3rd party candidate',negative,cluster7
'Tomorrow, PlayStation Vita owners can download the open PlayStation All-Stars Beta. PS3 owners can download the beta on the 23rd. #gamer',neutral,cluster4
'Want to play in the @ohiou Homecoming Weekend beer pong tourney at Jackie O\'s on Sunday? Reply or DM us! $16 per team!',neutral,cluster1
'C\'mon... don\'t play with the Winans!!!',negative,cluster10
'Check out all of Monday\'s highlights in 2:19 with the Daily Zap: http://t.co/KfNhEft4',neutral,cluster6
'I really have to find my dress for Saturday. I may have to go with Plan B dress, which is fine too.',neutral,cluster6
'TONS of hw tomorrow, lunch date with joey, back to hw, then magic mike with ash&co. before bed :)',positive,cluster10
'@GregABedard fans on TV before the 3rd & 16 late in Q4 had the \\\"\"oh no, here we go again\\\"\" look.',neutral,cluster10
'I think every Friday im going to tweet: yay degrassi tonight. #getusedtoit',neutral,cluster10
'Disappointed the Knicks vs Nets game got canceled tonight, but I\'m even more hyped for Knicks vs Heat on Friday!',negative,cluster1
'May Infinite Ranking King final episode with Eng Sub na. Waaa :(',negative,cluster5
'Right guys, last competition of the night... Like this status for a chance to win a copy of Judas Priest\'s 30th... http://t.co/TOjgeik1',positive,cluster10
'@MrLandualet Nice :) you have good taste in music.. J dilla, 9th wonder, Hieroglyphics-S.O.M, Blu, Big L, Mobb deep (:',positive,cluster5
'@Steilo_T2G lol yea I did nigga ! & I said wassup _ was tryin to see was u going up to fairground when the sun leave & shit',neutral,cluster10
'From @MarkazMuaadh :: Asalaamu alaykum all  With the 10th Annual London Conference being postponed till 16th or (cont) http://t.co/yKsYPOEO',neutral,cluster5
'Gumby may be the answer to our forward woes. The Bomb Squad never stop believing, and we never stop believing in Gumby. #releasethegumby',positive,cluster10
'friday- to jack in the box then party at her house. saturday- go to the park and live up the YOLO life xD. sunday- watch movies c:',neutral,cluster10
'@rachelbowerx no thank god it died down Tuesday morning, I woke up and it was gone! We just need to recover from it! Plus nj might have a',positive,cluster10
'On to the 3rd movie - Acts of Valor. This time we have corn dogs.',neutral,cluster10
'5 Times Oscar winner John Williams will receive a lifetime achievement award at the Classical Brit Awards on October 2 at Royal Albert Hall',neutral,cluster7
'@Miss_Lydiard i can meet you at sylvia park tomorrow at lunch if you wanna stay over this weekend?! but i know you have vou course so lmk :)',positive,cluster10
'http://t.co/q1XUMFnw  London Conference on Libya took place Tuesday 29 March 2011 and was chaired by the Foreign Secretary, William Hague.',neutral,cluster5
'@Desdemonaous The sun does not rise in the same constellation as your zodiac anymore. There has been a shift. Astrology is a myth.',negative,cluster7
'Yo, yo, yo. Raise your hand if you\'re going to Mass tomorrow! #HolyDay #GettingUpAt7',neutral,cluster10
'@jaymohr37 Mr. Monday night just made my Thursday night\'!! @rvd #mohrstories',positive,cluster6
'Downloading Duels for iPad now.  Finally magic on the perfect device.  I may never play MTGO again. #dotp2013',positive,cluster7
'@bethinnernow I was at Ramlila Ground where Baba Ramdev is fasting at 2 PM 2nd day. In a hot and humid day all covered area was jam packed,',neutral,cluster5
'@Ivan_DotCom pokito but I missed you lol you better tell me tomorrow what went on in Mr.Mickels class(:',positive,cluster10
'Listen in Hour 2 for an expansive interview with poet Frank X. Walker who present his works at Murray State on November 1.  #soundsgood',positive,cluster7
'last race of the season before leagues and cif tomorrow on a brand new course, we\'ll see how this goes #cantdecidewhethertocareornot',neutral,cluster3
'Kinda volunteered to work tomorrow night (technically tonight) hope they decide to work their shift cuz Ive actually got a lot to do today!',neutral,cluster10
'Yesterday I understood the true meaning of \\\"\"Pancake Day\\\"\" #february',neutral,cluster2
'socratic seminar tomorrow about if Catholics should vote for Obama or Rommey..I dont care about politic in my country..imagine in another...',neutral,cluster3
'@toevlug_priest May there be no injuries so we can beat the Brits.',positive,cluster8
'Saltalamacchia is the 4th Red Sox catcher to hit at least 16 HR in back-to-back seasons, joining Carlton Fisk, Rich Gedman and Jason Varitek',neutral,cluster9
'@Aarononio I\'m still at my school, stayed in the 6th form. But I see you got into the Brits!! Congrats Iil bro I\'m proud :\')',positive,cluster10
'in study mode... cramming to the MAX for this midterm tomorrow. T-minus 15 hours til exam.',neutral,cluster10
'Price may have laid out Fraundley Harrison out pretty bad and easily, but still both Klitschko brother wipe the floor with him. #boxing',negative,cluster4
'Can\'t wait until April 7 going to see RiRi in concert',positive,cluster10
'They tried to pull a fast one and say today is Margarita Day but that is false. We may be drinking margaritas but it is not Margarita Day!',negative,cluster2
'@_justkel so excited about Cannibal Corpse, I\'ve seen Devildriver twice but this\'ll be my 1st time for Corpse. oh and BLACK DAHLIA MURDER!',neutral,cluster4
'@MerinoDav can you tell Evelyn\'s bum mass I\'m not gonna be at the bus stop tomorrow?!?!?',neutral,cluster10
'Lauryn Hill\'s going to be at Constitution Hall on   November 4th >>>>>>>> I\'m in there like swimwear !!!',neutral,cluster9
'@TomArchitects Cesena on the 31st is gonna be the best though ;)',positive,cluster7
'Good morning Bomb Squad family! I hope you all have a lovely Saturday!',positive,cluster10
'@topcity yep.  Once it\'s lost, it can never be returned.  I was in Constitution Hall last Fri.  Got chills.  So much history was almost lost',negative,cluster1
'@AlexisClark17 @TakersGirl1998 Im going to Hell in a Cell in ATL, The December PPV in Memphis, and Elimination Chamber in NOLA',neutral,cluster4
'Oh an I also picked my starting XI for the 1st Bangla Test on @wicricnews site. Couldnt decide between Fidi an Tino! I like Fidi tho lol!',positive,cluster3
'Hanging with Katie & making fun of OKC tropes. This is an awesome Thursday night.',positive,cluster10
'It feels like Friday.. I been all over Starkville today, just cruisin n shit',neutral,cluster10
'Watching Act of Valor for about the 17th time. But who\'s counting',neutral,cluster10
'#Auspol Australian Prime Minister Julia Gillard\'s criminal history and her hypocrisy with WikiLeaks and Julian Assange http://t.co/TMKwZlJY',neutral,cluster7
'Teaching, then rehearsing.  Show with the GNR Tribute band this Friday in Cranston, RI at MARDIS GRAS!',neutral,cluster10
'May 27 it goin Down Me, @oneN_aMILLIE, and @Levi_tation throwing a Graduation Party! At Mardis Gras 4275 Winchester RD suite 6 pm until 12!',positive,cluster2
'Careless World tour hit up 8 places in Cali. Haha the fuck, yoo.',negative,cluster5
'MT @LabourBroomhill: FREE tickets for @tom_watson talking about Dial M for Murdoch on 6th December are available https://t.co/WREO79mt',neutral,cluster9
'@DJDannyAvila Just heard you\'re coming to Calgary on the 23rd!! BEST news ever!! You\'re going to kill it man!! :)',positive,cluster10
'Still my favorite pose of you, :) Pancakes tomorrow, glad you\'re here, we missed DJ Marcus! Sweet dreams! http://t.co/uzLcnbPE',positive,cluster10
'\\\"\"Dream High 2 premieres on Feb 20th with Eng Sub thru KBS World!\\\"\" ok noted',positive,cluster10
'@BobbyLeDew November 4th at Constitution Hall & idk I guess she\'s out lolol http://t.co/93kftLi6',neutral,cluster9
'V-P nominee Jaswant likely to meet Jayalalithaa on August 6: \'Some of our leaders are also in touch with ... http://t.co/UYVk8Rv4 #india',neutral,cluster5
'@addismom22 Feb 22 at KFC YUM center, you down?!',positive,cluster6
'Love this. Early sunday morning window shopping while waitibg for the bank to open. Lost my e  @ Sylvia Park http://t.co/A7n1VsFT',positive,cluster10
'I am a tax payer in the U.S. I have no right to vote for the Presidential Election. I hope Mitt Romney wins the President seat next Tuesday.',negative,cluster3
'The H Roundup - Google Drive backdoor, Wayland 1.0 and Raspberry Pi: In the week ending 27 October - Google ... http://t.co/DWiMLxo5 #in',neutral,cluster9
'Tiffany will be one of the MCs along with CNBlue\'s Yonghwa and Beast\'s Gikwang for SBS KPOP Super Concert on November 10.',neutral,cluster9
'From our matrimony and vacations department - the \\\"\"Wed \'em \'n\' Spread \'em\\\"\" marriage and honeymoon combo. With daily party rafts to Somalia!',neutral,cluster6
'Stars Play Hollywood Icons - JANE FONDA & ALAN RICKMAN AS NANCY  http://t.co/ZovWAHzB @cgendrolis we may just have to c this 2gether!',neutral,cluster3
'Re. Mik, Ram, Lu & C Dog, used to work with a few lads with Eng as 2nd lang, was very nearly major incident over a simple misinterpretation',neutral,cluster3
'The Winans singing Tomorrow. They still got it.',positive,cluster10
'Mohsin Hamid\'s 2013 novel = \\\"\"How to Get Filthy Rich in Rising Asia\\\"\". Think they need more typefaces on the cover? http://t.co/V2wt3yO0',neutral,cluster6
'@coolzjay I have DECA pictures tomorrow too though.. what time are the pictures?',neutral,cluster10
'No Knicks tonight, This makes me upset enough that I haven\'t tweeted about it, you know shits gotta be real smh Tomorrow night, Knicks/Heat',negative,cluster10
'Holger may have another selection headache with Carl Valeri coming off with a possible injury after 30 mins in tonight\'s game v Cesena',negative,cluster1
'Day chilling with Kurt in Sheffield, movie night in then out for a posh meal tomorrow! Maybe even a KFC for breakfast....',positive,cluster10
'@surnell Also read how #MSM lies: thin crowd @ Ramlila on 3rd day:http://t.co/w5NNSQyW n Read for facts 60K+ crowd 2day http://t.co/8cC0KfaB',neutral,cluster5
'@PhuckMeROBYN you know Rih is having a Halloween party tomorrow in LA?',neutral,cluster10
'MBB: Murray State just outside Top 25 (29th) in Preseason USA Today Coaches Poll: http://t.co/y0Of9pND #OVC',neutral,cluster1
'If anyone at RCHS wants their picture in the Yearbook of them \\\"\"Just Hanging Out\\\"\" with friends message me before Friday!!! #InDesperateNeed',neutral,cluster2
'On Tuesday night at Neighborhood Theatre, the crowd chanted for an encore. So, naturally,  http://t.co/HO98tI7a',neutral,cluster9
'SO excited to start up with lax again on Sunday #missit',positive,cluster10
'October 18 is the birthday of Chuck Berry. About the talent in his chart, see Art&Astrology: http://t.co/VKGO60kB',neutral,cluster7
'You may want to plan on getting a cup of coffee at Winans this Saturday! http://t.co/sq4yW0yr',neutral,cluster10
'@AndrewWK I\'m going to be at your Santos Party House this Saturday for the \\\"\"Weird by Weird Standards\\\"\" party. Stop by and we\'ll rage!!',positive,cluster7
'The prince is announcing something with Oceans North Canada & QIA on Thursday. He will also meet the Premier, Iqaluit\'s mayor etc. #cbcnorth',neutral,cluster6
'#FLEXTHURSDAY !! DIS THURSDAY!!!!!wit @FLEXCREWgotti @DA CROWS NEST WE CALLN OUT DA WHOL SOUF KUM KICK it Wit #PINKCITY!,:-)',neutral,cluster3
'Missing hooters,my husband,my life,my photoshoot tomorrow,guess I\'m gonna drink this bottle of wine with a Xanax and pass the fuck out. #bye',negative,cluster10
'Robert Pattinson paid tribute to his Bel Ami co-star Uma Thurman as he presented her with an award at the 19th W ...  http://t.co/DiAJVN1V',positive,cluster6
'New Haven CT! Come to the Teen Center and party with us August 31st and help us end \\\"\"The Coming Alive Tour\\\"\" with a bang! ;)',positive,cluster6
'catch NCAA Men\'s Basketball Finals Game 3 today, 12:45pm live on TV5 and replay on AKTV right after the PBA 2nd Game. #SanBedaRedLions',neutral,cluster8
'Watching Puss in Boots & Ghost Rider: Spirit of Vengeance with the family! D&D character roll up and bio tomorrow!',neutral,cluster6
'Fright night with Meek Mill & Machine Gun Kelly @ Teaneck National Guard Armory October 27th @ 7pm BBOD will be opening hit us for tickets',neutral,cluster6
'@Sky_Armada I\'m taking it easy since I\'ll fly to Cupertino on Sunday.',positive,cluster10
'@AaronfingJ if I may make another suggestion. D.R.U.G.S. mixtape by Flatbush Zombies. I know it sounds weird af but trust me. #dopeness',positive,cluster7
'@AudioVixen3 Wait I think I know who it is. I may be wrong but I swear in an interview one of you said you\'d like to sing a Stan Walker song',neutral,cluster10
'Winter Storm Watch for portions of the WDBJ7 viewing area  until 8:00am Wednesday. http://t.co/GbHXY57g',neutral,cluster4
'Gary Carter on 2nd screen: content is floating free from the distribution platform. Opportunity for producers, threat for broadcasters',neutral,cluster3
'about to watch Act of Valor for like the 4th time lol',positive,cluster10
'Pampers Baby Dry Size 4 Diapers Economy Pack Plus 192 Count was the most popular selling Grocery item on Ash Wed... http://t.co/P7p99V4S',positive,cluster2
'Truck will be doing a private event and the cart will be at the lent space on 6th Ave and Canal St.',neutral,cluster6
'@AlasdairDavis I\'ve seen them twice. At download after Saxon and headlined the 2nd stage and the priest feast with Judas Priest and megadeth',neutral,cluster7
'Kinda pumped for the gardner game tomorrow',positive,cluster1
'[INFO]Tiffany will be the MC for SBS K-Pop Super Concert in USA on Nov 10 SBS K-Pop Super Concert in America on Nov 10',neutral,cluster9
'Is it weird that I still remember that Josh Bradley\'s birthday is on the 15th? No?ok.',neutral,cluster2
'This is the Happz for this Friday Movement Fam. 6.30pm at Sylvia Park (Meet up in the Open Space Below the... http://t.co/Wh3ivNAM',neutral,cluster6
'@ODG_DON I feel you, game game rillos, Dutch Ls, standard procedure. Might have to send him on a 2nd mission lol',neutral,cluster1
'This is the 1st Halloween my kids didn\'t go trick or treating... Kinda sad they are TOO OLD for it now cuz I... http://t.co/fudXcsL0',negative,cluster10
'@ritaora Us UK bots cannot wait for your arrival tomorrow! We love you Rita! X',positive,cluster10
'Hung out with my housemate more (she\'s awesome!), went to Crows Nest festival, celebrated my dogs 5th birthday (love you Diesel Bean!) ...',positive,cluster2
'P&G shifts top executives to Singapore: SINGAPORE: US consumer giant Procter and Gamble (P&G) said Friday it wil... http://t.co/4TKp7C1b',neutral,cluster6
'Knicks Vs. Hawks: Atlanta, New York Battle For Playoff Positioning ...: The Knicks and the Hawks battle Sunday a... http://t.co/G2PT0dk7',neutral,cluster1
'Ermahgerd, why is it only 10:46AM?! I want Sunday to come already. Shopping spree at the Florida Mall, yes yes yes. #MuchNeeded',positive,cluster6
'Anybody going to Long Beach Comic Con this Saturday?',neutral,cluster6
'Wonder if my concert going buddy wants to go to Machine Gun Kelly, Rick Ross, Meek Mill, and Wale Nov 20 in Indy ??  @K_Pease',neutral,cluster6
'Super Tuesday is just a few days away, Can the president make it?',positive,cluster10
'Girls Gone Wild gon be at my school Thursday shit gon be crazzzzyy make sure I be my ass on campus lol #NPU',positive,cluster10
'Gamble landed at Ludlow with our first @Betrescue selection Hold Court winning at 13-8 from 9-2. Super Duty ran well in 2nd and will be',positive,cluster1
'#TragicKingdom is the best album of all and my favorite song off this album is #ExcuseMeMr. Sunday Morning and Sixteen are close seconds...',positive,cluster10
'Come check out @shoutheyband at the black dahlia on saturday night! It\'s going to be a party!',neutral,cluster10
'Okay if you go to Elon University and do not go to the Rip_Chords concert Saturday...you\'re sinning.',negative,cluster6
'Rodeo Saturday anyone going?',neutral,cluster10
'@alisonboner yeah KJ sent an email out yesterday with info and she said she\'ll Follow up with another email tomorrow with the details',neutral,cluster9
'@GuysViewOfSport I know, they are also headed to the Bell Center on Feb 27th, i\'m really debating about going!',neutral,cluster9
'PRIMAVERA: BOLOGNA-MILAN TOMORROW - MILAN &#45; After a loss to Cesena and a won over Verona, the Primavera side get... http://t.co/rTKdTlUo',neutral,cluster5
'Y\'all be sure to download that YeHive app on Friday too. We\'re trying to put MSU and Starkville on the map.',neutral,cluster10
'#Forbes CUPERTINO, CA - OCTOBER 04: Apple CEO Tim Cook speaks at the event introducing the new iPhone 4s at the ... http://t.co/zKoYHwsJ',neutral,cluster5
'@1rgcruz @lyndajumilla take the cue from Enrile and Cuevas. Besides, may stem cell na. Ha ha.',neutral,cluster3
'Looking at the statistics of my yt account: 49.3\% of 35-44 years old male from south korea landing at 2nd place of my audience list. o.0',neutral,cluster8
'Kevin Rudd talks about PM betrayal - Updated: 19:00, Sunday Oct 28, 2012 Senior Labor MPs are again batting divided ... http://t.co/uo0XRHu5',negative,cluster3
'Playoff weekend starts tomorrow. Knicks Vs. Miami. And you know this!',neutral,cluster1
'Love this vid!! 1st time I\'ve seen it!--- jules explains it all - David Archuleta sings \\\"\"Nandito Ako.\\\"\" http://t.co/izoWmLoh via @youtube',positive,cluster4
'Went out with a olee in Cupertino vallco shopping center. Then nice outside paido for dinners.Friday\'$ :-)',positive,cluster6
'Stick with Libero for live updates from the games tomorrow: Feyenoord vs Ajax and Bayern Munich vs Bayer Leverkusen',neutral,cluster9
'Big day tomorrow! All sandy is gonna do is give us a half as BJ! EASTBOUND on stage at BIG FISH SHTICK 2:30pm. Then ZOMBIE BAR CRAWL!',positive,cluster10
'Anybody want Carrie underwood tickets for Saturday night in Charlotte??',neutral,cluster9
'Tomorrow Knicks vs Heat it gonna be tough game Carmelo Anthony, Tyson chandler and jason kidd vs LeBron James, Dwayne Wade and Chris Bosh',neutral,cluster1
'The Fall Career Fair is this Wednesday 10/10 in the Murphy Center from 10am-2pm. Free to all MTSU students and... http://t.co/LxieTioy',neutral,cluster6
'@Mosher_Monica hey I\'m coming home tomorrow to surprise Lauren so don\'t tell her but I\'m going to need you or someone to let me in',neutral,cluster10
'Yearbook pictures for Jr.Larc\'s will be next Tuesday, the 6th at lunch at the library parking lot side',neutral,cluster10
'Remember to make @wildwoodchicken your #1 option for Game Night Meals for tomorrow\'s Knicks/Heat game and Saturday\'s Nets/Raptors game!',neutral,cluster1
'Jan Mursak is making his season debut tonight in place of Todd Bertuzzi, per @AnsarKhanMLive #RedWings',neutral,cluster1
'FYI. Wednesday is going to suck on Caltrain, if you even plan on going to work that is. Parade.',negative,cluster10
