@relation '6HumanCoded Dataset'

@attribute content string
@attribute pos numeric
@attribute neg numeric
@attribute Class {positive,neutral,mixed,negative}

@data
'wasup? Jasmin from Iowa t0ld me this i~ll ringones internet-page www.mobefwerg.com',1,1,neutral
'your welcome. ----- ----- oh yeah, do you remember the homework we had for extra credit for NPLUS?',2,1,positive
'thankkx!but hu r u?no afence!',2,2,mixed
'FIGGUMMSSSSSSSSSSSSSSSSSS!!! hahaha',2,2,mixed
'i love youu',3,1,positive
'Peterrrr get better, i <3 you!',3,1,positive
'Im fine sweetie! not seen you in ages hun what you been doin??? prob hidin from us lol!!! you havin a crazy weekend? you have missed a couple of mad nights :( my parents were away ----- muchos love xxx',4,1,positive
'Hey baby ..... i miss you to and i don\'t have a bed partner either isac is at amy\'s so i am alone too! Bj said whats up. ----- I love you baby and i can\'t wait to see you tomorrow ! ----- good night sweet dreams ----- i love you ! ----- oxooxoxooxoxoxox ----- Kris',4,2,positive
'i just popped your comment cherry!!!! ----- ----- ----- lol haha',3,1,positive
'thanks 4 accepting my add',2,1,positive
'hey hottie! lol ----- ----- Welcome lol lame but im colin if you need to talk to someone im here.',3,1,positive
'Check your page more often frodo!',1,2,negative
'Not much just sitting around on a Friday night.. sad huh>? I must be old :(',1,3,negative
'yo u got aim',1,1,neutral
'mundelein... ----- r team sucked ass but it was better when we won ----- ----- we played u both at home.. ----- so yah ----- im danny',1,3,negative
'hey sean! how r u?! I miss u, Im so happy u got a myspace. How is everything going at college? I have to have my applications in in about a week....its awful! lol Well Ill ttys luv ya!',3,2,positive
'Evening young man.... fancy Doncaster at home on your birthday(ish) weekend? Its officially retro day so i\'m sure the silver surfer shoes will fit right in!',2,1,positive
'what up baby?',2,1,positive
'Hey hunny! i\'m fine and dandy thanx. i\'ve only just managed 2 sign in on myspace cus its not been letting....computer says no!! rubbish hey! so how\'s the lovely university of warwick then? hope your not getting 2 drunk!! x x',3,2,positive
'happy birthday dude...',2,1,positive
'Hey, I uploaded your photo and am printing it out. Cool beans.Mom',2,1,positive
'Hey, Hey kid what is new?',2,1,positive
'hey tortilla boi..lol wat u been up 2me juss chillin well write back',2,1,positive
'Hey ya we did alright. I shot 3 and cory shot 3. Seen alot the first day but only decided to kill 3 that day, didnt see anything the following days.. thats how it goes tho.What you up to? hows school going for you',2,2,mixed
'Iin my break iis your brother home....',1,1,neutral
'Haha! Yeah very funny! Your just jelous cause Im shorter than you!! ----- :-] ----- ?AnGeL',2,2,mixed
'Let me know where and set up people who are interested and i\'ll be there',2,1,positive
'Hope that you all have a great holiday!!!!',3,1,positive
'what up son',1,1,neutral
'hey thanx 4 the add dude ----- ----- farnborough 6th? or just have mates that go there? ----- ----- Emma ----- ----- x',2,1,positive
'Heyahh Babe x ----- Ii Love Yuu x',4,1,positive
'Hello Josh :)',2,1,positive
'Thanks for the compliment Duane...however you need to get the program straight lol!',2,2,mixed
'get your rat out',1,2,negative
'lol i wag my bum at u everyday!... wink wink** too bad u only wag it bak... lol',3,1,positive
'I think you\'ll find I did that on purpose. and you\'ve used a capital letter at the end of your name instead of the start. Very Poor Gramma young man!!',1,3,negative
'HAPPY BIRTHDAY ERIC!!!!!!',3,1,positive
'Hey Mr Crab, thanks for the add. Love your hat & profile song. Have a groovy easter weekend & stay away from the DIY, you know it\'s a killer during Bank Holidays. Love n hugs x',3,1,positive
'QUE ONDA PUTO? ----- OH WAIT LET ME TRANSLATE THAT FOR U BLACK MAN>! ----- WHATS UP FRIEND? ----- HAHA ----- AYE WEY U WANT SOME FEATHERS?',2,2,mixed
'doin good.Cute baby, but what is that next to it? =P',3,1,positive
'lol i havent had too much c/w not as much as i expected. what subjects did u take? iv just got back from the farnham college open evening, it doesn look half bad =] ----- ----- ummm tbh not bin up to much at the wkends, alot of shopping and chillin, and i now work sundays at argos! woop woop haha. hannahs party was pretty good in the end =D ----- ----- u been up to anything exciting? ----- ----- wb love u xxxxxxxxxxxxx',3,2,positive
'you are such a hottie. ----- lol ----- i heart you.',3,1,positive
'whew that was one intense game of softball on Saturday :D',2,1,positive
'Hello ----- ----- I hope you had a lovely birthday and weekend. ----- ----- Keep It Metal ----- ----- Cilgrug',2,1,positive
'I popped your comment cherry :P You need to add some words, and some pictures. I feel like i\'m looking at an empty room or something',2,2,mixed
'hey sup man how are ya how is life treatin u im doing good i just got done with ma colege applications so thats a big release',3,1,positive
'Hey. ----- ----- I Havent talked to you in soo long. I miss you ? we need to hang out soon. This summer you need to come to my house and swimmin. Well im glad you finally got a myspace. now we can talk :] ----- ----- ? Brii',3,2,positive
Hello!,2,1,positive
'hi tom! hope ur okay!? looking forward to uni? kinda wish i was goin now!lol! maybe one day when i grow a brain cell!lol! hope ur good ----- faybe x',3,2,positive
'watup thuggin... how is ursuline treatin ya? u no i miss u keep ballin over there tho. maybe we\'ll chill one day. have funn u know ----- -vic',2,1,positive
'Ana you rock!!!!! love the slide show...',3,1,positive
'miss u guys',2,2,mixed
'oh.......my........god. ----- ----- Laura has got a myspace. what was it you said at work? something like \'i dont need myspace, i\'ve got a real life\'.',2,2,mixed
'Happy B Day sister I tried to call u yesterday n could not get a hold of u so this is the next best thing, LUV U',3,1,positive
'kacey! ----- i miss you! ----- call me, and let\'s hang out soon. ----- ?',2,2,mixed
'hey chick - where you now in the world??? i\'m now in laos and loving it. big love to ya xxxxxxxxxxxx',4,1,positive
'Hey you!! Hope the Holidays have been good to you and yours.',3,1,positive
'hey i like ur backround its cool',2,1,positive
'happy smurfday... -----',2,1,positive
'DAMN NIGGA U FAKE AS FUCK WIT UR FAT ASS U LUCKY I HAD YOUR BACK EARLIER BUT FO REAL TAKE THEM PICS OFF BEFORE THEY FIND OUT U FAKE',1,4,negative
'well i was bored but now i am going to dinner with tara and amen and then we r going to see the movie the pursuite of happiness! ----- so yea',3,1,positive
'dangg foo. i dont wanna enterr this one. im sorry ferr surr.',1,3,negative
'sorry how do you spell it?? lol im waiting until the spring semester to start school.',2,2,mixed
'I love you Mwah!!!<33 ----- ----- you knoe who?',3,1,positive
Helloooooooo,2,1,positive
'good day sir!! ----- you have an event to reply to on facebook!!....but a text would be MAGIC!! ----- you out tonight?? ----- hope your well. ----- ----- love ya.',3,1,positive
'hey boy! how are you doin!!gettin ready for college?',2,1,positive
'Damn Did u see that game it was fucking bad as fuck!!!!!',1,4,negative
'Thnax for the add!',2,1,positive
'I signed the Pention ----- ----- that website was soo sad ----- i cryed for like 20 minutes...',2,3,negative
'We missed you at the movies last week! Although yo did not miss a lot with that movie! I hope to see you soon! Let me know if you need anything!!!!!!!!!',3,2,positive
'sup james, sup cuz, lol nah idk if i am i think i going football, i think i just might stick with basketball, idk but i going play senior year gurrintees, lol well ttyl',2,1,positive
'had to be the first to leave a comment on your page lol love yous',2,1,positive
'just because you want to lick my bumhole',1,3,negative
'YOU WOULD HAVE THIS SONG! HA HA GOOD STUFF!!',3,1,positive
'no im not just cause i asked im a flirt.lo hhahaa',2,2,mixed
'Ayah. ----- I ? U! ----- ----- ?$H&!L@.',2,1,positive
'hey sis just showin sum love',2,1,positive
'wow i feel so special - personalised comment on how im a bitch!:D you know its all lies, you love me really!! xxx',3,2,positive
'HEY SARAH HOW ARE YOU?????????',2,1,positive
'Happy Birthday!!!!!!!! I hope all is well, and hopefully we will all catch up soon!',3,1,positive
'whats up...howz ur summer been',2,1,positive
'like the videos bob you tore the shit out of that blocking sled! You should have went pro.',2,2,mixed
'robbie you my numbah one homie.',2,1,positive
'THERE IS NOTHING WRONG WITH YOUR DETAILS... MINE ARE THE SAME..',2,1,positive
'Hey Cuz ----- ----- How are you? Thanks for asking me to be your myspace buddy! ----- ----- What have you been up to lately? ----- ----- Gem xxxx',2,1,positive
'Thank you for adding me.Can\'t wait to get to know you better...',2,1,positive
'Merry Christmas!',2,1,positive
'Hey babe i love you so much it really sucks that we dont get to see each other much now i hate it :( only 2 more years and we\'ll get to see each other ALOT =) so yeah i hate school and work ..just got done watching OLTL =) now im watchin GH waiting to go back to work...so excited!! ha ha yeah right...who knows maybe i will quit today ;) just kidding oh yeah by the way....YOU NEED TO HURRY UP =) ive been waiting ...lol By LOVE!!!',4,3,positive
'I see you finally made a myspace page!! Loser!!',1,3,negative
'Want to go to Publix?',1,1,neutral
'HAPPY BIRHDAY BUDDY!',2,1,positive
'yo hoochie mama, i saw your papa\'s myspace. lico righhhht? but that is [my] jonathan\'s cousin! hahahaha i saw him in his pictures, what a small ass world, huh? but yeah, did you find your dress yet? ----- ----- oh em geee, this is like the third time i wrote this comment \'cause your comment box is like on craccccck, k byeeeeee booch!',2,2,mixed
'Cheers for the add! ----- Feel free to drop by and leave a comment! ----- ----- Birmingham x',2,1,positive
'Happy B-day Gabbi. I love you.',3,1,positive
'hey sexy whats up?',2,1,positive
'TOBY!! where yah been all my life?',2,1,positive
'hey pimp we really need to hang out again soon, im in need of a very strong drink!',2,1,positive
'we are hanging out before you go to basic my friend!!!!!!!!!!!',2,1,positive
'thanks for the add request!!! ----- ----- xoxo ----- janine siu ----- www. janinesiu. com',2,1,positive
'I Love You! I Love You! I Love You! Im about to get a couple man, and I ll put a name on one for you! Give me your address now. So that I may contact you! Im on here every so often so I can right more then I can get on here!',4,1,positive
'hey baby... ----- god i miss you i cnat wait to see you again!! ----- love ya and always will ----- Ur best friend',4,2,positive
'Big win BUCK!!!!',2,1,positive
'Hey! I\'m going to be in Austin starting this Friday through Monday for ACL. We should get together for drinks or meet up during the day if you are going to the shows. Give me a ring.',2,1,positive
'hey mamores... ----- haha im the first one to comment yup yup... ----- well hey im just showing ur ass some love even though u just left to the home!hahaha u know the way we have fun...well yea...love u pumba! ----- timon & pumba ----- ? 4 eva!!',3,1,positive
'i got it made in chicago when i went there why',1,1,neutral
'Llama\'s are wonderful!',3,1,positive
'Hey Lee!! Thought Id leave u a message even tho u neva eva message back!!! How u doin? Not seen u about for agggeezzz! Hope alls good :D ----- ----- x x x',3,2,positive
'Ey up, have a good weekend? If you use MSN at all and fancy a chat sometime, I\'m on: clarky1979@hotmail.co.uk',2,1,positive
'WHATS POPPIN SEXY U KNO I HAD TO CUM SHO YA SPACE SUM LUV BRING IT BACK',3,1,positive
'We have ridiculed the absolute truth of Your Word and called it pluralism. ----- ----- We have worshiped other gods and called it multiculturalism. ----- ----- We have exploited the poor and called it the lottery. ----- ----- We have neglected the needy and called it self-preservation. ----- ----- We have rewarded laziness and called it welfare. ----- ----- We have killed our unborn and called it choice. ----- ----- We have shot abortionists and called it justifiable. ----- ----- We have neglected to discipline our children and called it building self-esteem. ----- ----- We have abused power and called it political savvy. ----- ----- We have coveted our neighbours?? possessions and called it ambition. ----- ----- We have polluted the air with profanity and pornography and called it freedom of expression. ----- ----- And we have ridiculed the time-honoured values of our forefathers and called it enlightenment. ----- WHY CANT WE JUST LOVE, HONOUR AND RESPECT EACHOTHER??',2,3,negative
'wut up foo!!! ima bout to bounce out but just showin sum love!!',2,1,positive
'Happy birthday, I doubt youll see this for awhile, put our song on my page, THE MUTHERFUCKING REEEEEEEEEEEEEAL! i JUST REMEMBER BACK IN THE DAY, SITTING ON YOUR PORCH SMOKING CHEAP AS Private Stocks waiting for some adventure! Miss the Shit out of you!!!! LYLAS',3,2,positive
'wats good white chocolate, lol. aint talk 2 u since da movies. wats happennin? holla back when u get dis',2,1,positive
'oh did some one hack you are some thing',1,2,negative
'dude ... i was just thinking about you. Hope you are doing well!',3,1,positive
'I think Matt may want YOU bad. Haha.',2,1,positive
'Hey, I just took the So... survey on survey machine! You can see my results here - you should take it too!',1,1,neutral
'Did she say tiz-ight, anyway. \"If she really wanted me to relax, she would have said, go grab your favorite pillow, curl up on the couch, throw this tape away and rela...hax rela..HAX!',2,1,positive
'Yo :). I forgot to find out what kind of background you would like on your profile (so I can write the code ^^).',2,1,positive
'What\'s Good O - ----- I hope you had a great time celebrating your birthday and I wish you MANY more.',3,1,positive
'hi sista... hope you can log on soon... i love ya.... hope everything is good back in rap... love you.. ttyl...',3,1,positive
'i have a question for you but i realized i can\'t ask you it through a comment for certain reasons - hehehe - so call me sometime - we\'ll catch up as well',2,1,positive
'oh, my dear, I love you too! ----- ----- it has been far too long! ----- ----- oh for the holidays...when I might see you again!',3,2,positive
'Ahh the smeagsters!!! lol',2,1,positive
'yo dogg what it ----- dooooo ----- how have you been?!',2,1,positive
'quyen who?? ;D we\'re not close friends. i don\'t like that girl. when you see her tell her, i\'m going to beat her up.!',2,3,negative
'whats up cousin havnt really talked to you in a while?',2,1,positive
..,1,1,neutral
'thanks for the addd',2,1,positive
'hey baby...first comment... :D',2,1,positive
'YOOO! Remember when Lily(Leung lady) abandoned our group in Mr. Snyder\'s(MOBEEEEEEL daii) class?! ----- What\'s good, man? It\'s been years, holla back.',2,2,mixed
'thanks for the add',2,1,positive
'err..ur a crazey passy err u err be scareyin me friendz off myspace err.. konntz is off now so get off passy fuck',1,4,negative
'hey babe, u have 2 do a beta pro than this!!! At least put a pic up lol',2,2,mixed
'so did u fix that damn truck of urs yet?!! haha',2,2,mixed
'hey how are things going? i like you new background? I\'ve been learning how to snowboard. its been fun glade that spring is comming. take care',3,1,positive
'yes!!haha! whats you doin love',2,1,positive
'What is up man! ----- You need to stop by sometime.',2,1,positive
'sweet... there growing too fast... o-well that\'ll happen...',2,2,mixed
'Wat poppin lil sis?',2,1,positive
'CRACK MOUSE KILLZZ ----- hahahahhahaahahha',2,2,mixed
'thats pretty good mom im proud of u',3,1,positive
'Thanks For The Add!!! ----- ----- (I had to say it!) LOL!!! ----- ----- GO GO GO!!! NASHVILLE NEWS!!!!',2,1,positive
'hey brandon. ----- whoa i havent talked to you in forever. ----- well that might be, because everytime i was at the rink, you looked at me like you didnt even know me. ----- but thats okay. i guess ----- it kinda hurt my feelings but w..e ----- i still love you too. ----- i miss you ALOT. ----- and yeah my dad is pissing me off really bad. ----- i miss you. ----- brudda<3',3,4,negative
'Hey! We can tell stephanie made this her pictures are all over it!!:) Im gonna go get the pictures from the party developed!!!',2,1,positive
'Hey Betty, It\'s ME Zoink...How are you lately? :) xXx',2,1,positive
'Hey..uhm wo are you.? apparently you know me and all my friends and we have never ever even heard about you. Can you plz plz plz with a cherry on top tell me ho you are?',2,2,mixed
'hey whats up? not much here...just got home from work...and really bored lol.',2,3,negative
'waddup head ;P jus showin u sum luv. holla atcha boy!',2,1,positive
'Heavan do u like magic? ----- I didnt think u did but if u dont y u talk to tricks?',1,2,negative
'haha, k kellen, we need to get you some more friends...and more pictures and fun stuff!!! you can find thi and marc under my friends :P',2,1,positive
'Go to bed now. I love you!!!',3,1,positive
'Hey just passing through to say Hi and let you know I have A new saturday Spot in Jerz Called feel good lounge... Starting this Saturday... let me know if you can come through... ----- ----- PS when you get a chance check out my new song The Things You Do with Nina Sky and Red Cafe... Thanks...',2,1,positive
'Yay!!! You joined myspace!!!!',3,1,positive
stealing,1,2,negative
'Just wanted to say HI!!! & 2 see how u r doing. All is ok on my end. ----- Love, ----- Traci',2,1,positive
'Twas nice seeing you and the girls this X-mas. Hope you have a great New Years.......Don & Sheryl',2,1,positive
'How\'s Maine? :d ----- I like live in Rhode Island now.. like about 4 hours away from Maine itself so i hope maybe just maybe to attend the family picnick thing :O',2,1,positive
'i am good. i got just Engaged to my gf!',3,1,positive
'whats up ugly',1,2,negative
'Happy birthday Abby!',2,1,positive
'Hey baby, just wanted to tell you how much i love you, and that you are such a great father... our son will grow up with the best parents!!!!',5,1,positive
'heyy u need more comments.. soo here they are...lol',2,1,positive
'was up con i call you fool .......pick up homie',1,2,negative
'best couple right hereeeeeee!',3,1,positive
'whats up. ----- ask fes to add u to his friends list.',2,1,positive
'that shirt says..... this is what cool looks like...LOL? I guess he thinks he is cooler then he is',2,2,mixed
'Hey u fucking punk did u forget about your people or what. Wait till i see u, u are a dead manhahahhaahaha. By the way tomorrow i go the 38th MP\'s and get my packet. I already have my 322R and i am on my way... Hit me dawg later....',2,4,negative
'we all miss u like hell. i cant make it sun cause im goin campin wit my mom but i wish i could b there. wana c u belly u need to send us pic of u and u little gurl i still have the one on my phone. u were a joy to work wit and no one can replace u. if u get bored and need money in a few years u know where to go lol ttyl muah',3,2,positive
'hey prima just droping bye showing u some love well hopefully ur doing go with my primo latez talk to u laterz',2,1,positive
'Thanks! You can, but it\'d be more like the \"Fred\" from \"Scooby Doo\" Freddie Prinze. Anytime you\'re home, let me know, and we can play.',2,1,positive
'simply amazing.',3,1,positive
'If I didn\'t know better I\'d say you wrote this, anyway thought you might like it. ----- ----- Now I sit me down in school ----- ----- Where praying is against the rule ----- For this great nation under God ----- Finds mention of Him very odd. ----- ----- If Scripture now the class recites, ----- It violates the Bill of Rights. ----- And anytime my head I bow ----- Becomes a federal matter now. ----- ----- Our hair can be purple, orange or green, ----- That\'s no offense; it\'s a freedom scene. ----- The law is specific, the law is precise. ----- Prayers spoken aloud are a serious vice. ----- ----- For praying in a public hall ----- Might offend someone with no faith at all. ----- In silence alone we must meditate, ----- God\'s name is prohibited by the state. ----- ----- We\'re allowed to cuss and dress like freaks, ----- And pierce our noses, tongues and cheeks. ----- They\'ve outlawed guns, but FIRST the Bible. ----- To quote the Good Book makes me liable. ----- ----- We can elect a pregnant Senior Queen, ----- And the \'unwed daddy,\' our Senior King. ----- It\'s \"inappropriate\" to teach right from wrong, ----- We\'re taught that such \"judgments\" do not belong. ----- ----- We can get our condoms and birth controls, ----- Study witchcraft, vampires and totem poles ----- But the Ten Commandments are not allowed, ----- ----- No word of God must reach this crowd. ----- ----- It\'s scary here I must confess, ----- When chaos reigns the school\'s a mess. ----- So, Lord, this silent plea I make: ----- Should I be shot; My soul please take! ----- Amen',2,3,negative
'X-BOX 360 FOR HALO 3 DUDE!! YOU\'RE TOO FUNNY!!!',2,1,positive
'Thinking of you ;)~',3,1,positive
'watz gud sexi baby???jus stoppin by 2 show u sum luv on ur page!!!holla biak!!!!',3,1,positive
'thanks yours are pretty good too!',2,1,positive
'Thanks for finding me. Cool page. Keep the Metel alive. Best of luck.',2,1,positive
'Cal me bitch! LOL! What are you doing this weekend? Camping?',2,2,mixed
'hey how r u??',2,1,positive
'hey hows u??? u home for xmas time???',2,1,positive
'I thought you could appreciate the absurdity of it all... ----- ----- -----',2,2,mixed
'hey watsup, are u goin to ellenville for memorial day weekend this year?',1,1,neutral
'lol sweeet,,,,,, frm b-ham ma lady . hopes ur all gd ne ways , ----- wb brynn x',2,1,positive
'Mommyhood has been great. We are getting ready to move up there. So yay!',2,1,positive
'hi mom, i\'m pretty good. just trying to meet everybody',2,1,positive
'just wanted 2 come thru and say thanks 4 tha friend request... take care.. and don\'t b a stranger',2,1,positive
'HEY! GOT THE PICTURES..CAN\'T WAIT TO HOLD JADEN HE IS BEAUTIFUL...I SENT HIS PACKAGE MON SO HOPEFULLY IT WILL GET THERE SOON..ALSO YOURS, MELISSA AND JADENS CHRISTMAS IS ON THE WAY TO..BET YOUR GLAD TO BE BACK IN GUAM WILL BE GLAD WHEN YOU ALL GET TO COME HOME..LOVE TO ALL MAWMAW',4,1,positive
'was just strolling by...how\'s life over there?',1,1,neutral
'Put me in ur top friends!!!',1,1,neutral
'Nice meeting you the other night! Tell Christina she needs to get with the program so she can actually have a drink at dinner one day! haha! ----- -Ashley',2,1,positive
'loserific.. thats u.. i will slice ur neck with a battle ax',1,3,negative
'Thanks for looking me up and adding me! I\'d love to stay in touch. Andy and Cory became my new \"sons\" over the last few weeks.Such polite, handsome young men!! Julie and Leann became my sisters, having gone on this journey together has forever bonded us!! Let them both know that as soon as I hit Walmart on Wednesday for ink and photo paper that pictures are on their way!!!!',3,1,positive
'hi tim',1,1,neutral
'My dear, I hope you got home okay.... heard you were half way... Lawrence has given Chris hayfever, but otherwise is mostly sleeping on your bed... I\'ll be sure to boss him around soon, get him to make my bed and pack my bag :) I will miss you though I have not seen you often enough. Postcards will be the new communique, and maybe once in a while you can check your myspace or shock horror, even your email! Hope you feel better, big hug, lots of love, Kate XXX',4,1,positive
'Hey there how have you been I saw you driving Saturday I think but you never looked over',2,2,mixed
'hey saw that you did not have a comment so I thought that I would drop one off!!!',2,1,positive
'what up pimp juice?',1,1,neutral
'*smiles from ear to ear and hugs josiah back* im glad you like it .* he walks up to layel* qhat would you like?',2,1,positive
'brah...what you been up to? I\'m comming cali in three weeks if you like hang out.',2,1,positive
'thanx for the add!!',2,1,positive
'enjoy ----- .. width=\"425\" height=\"350\">',2,1,positive
'you dont have all the intresting stuff up on here about u like where u were born and all i think that kinda stuff rocks u just put the basics and u need alayout get busy bro...lol',1,2,negative
'Hey there. Long time no see :)',2,1,positive
'Happy Birthday!',2,1,positive
'i love you',3,1,positive
'----- ----- ----- ----- This ----- is ----- SO ----- funny! ----- ----- ----- -----',3,1,positive
'west west',1,1,neutral
'well sup johnathon C? Haven\'t heard from you. Call me again sometime.',2,1,positive
'Awww Chou, ur babies are so cute! They\'re so big now....especially ur daughter..she\'s beautiful.',3,1,positive
'Happy Mother\'s Day Monica! Hope you are having a good one!',3,1,positive
'Guess what I called and got today??? Yup, it\'s taken care of...finally. Thanks for making me do that :-) ----- ----- Great pics you posted on mine and Amanda\'s page!!! I guess paybacks are a bitch huh...LOL',3,2,positive
'aww i miss you too! i\'m coming in town for fall break this wed-sun so i\'m coming to visit you on thurs so you better be working!!! ahh!',3,1,positive
hey!!!,2,1,positive
'hey baby ----- wanna go to the club tonite? ----- u looked hot yesterday ----- i love u so much ur the hottest girl in the world ----- ----- love you so much ----- -Brad',4,1,positive
'Most def give me a call-maybe we\'ll go to Village Inn!!:)',2,1,positive
'hey little hooker i am gonna miss you!!!',2,3,negative
'yo John! its been good, i\'m a senoir now! hows college treating u?',2,1,positive
'Tell Justin I\'m sorry and I love him soooooooooo much!',3,2,positive
'Nothing much ... Just here BORED !!!! Can I get a job .... Save me from this boredom ... :)',1,3,negative
'Hey baby just wanted to say hi and I love you!!!Hope you are keeping out of trouble!!I miss you and can\'t wait to see you again!Till then....... kisses!!',4,2,positive
'Thanks for the add Jeremy!! Gotta love those Macross toy pics. Sadly I don\'t have them anymore...',2,1,positive
'merwin it is hugo i aad you as my top firend',2,1,positive
'hey whats up',1,1,neutral
'Well, my \"lovely\" is gone, but never forgotten. ----- I miss you SO freakin\' much! ----- I hate that our schedules kept us apart. ----- And I\'m so sorry for not being there for you when you needed me. ----- But I\'m sure you\'ve heard me say it already... ----- I loved you like my best friend. ----- And I pray that I get to see you again someday. ----- ----- Love ~ ----- Your Lovely',3,3,mixed
'yo is conrad at home??',2,1,positive
'Considering you\'ve lost about 100, I guess I wont be seeing much of you anymore.',2,2,mixed
'All of you are OLD!!!!!!!!!',1,3,negative
'you one flovarful bboy man..love seein you get down and rep it..you look like you always have fun..haha..it was dope to watch FS kill it..stay up bro..see you soon..next time villn and i will be in it..PEACE ----- ----- MPACT',3,1,positive
'Ha, sorry I haven\'t checked my myspace in forever and I just got you r last comments. I left that gift in appreciation for your generosity in letting me borrow your truck; I new you would hold it dear to your heart. I was going to replace the cubs bat on teh keychain, but I couldn\'t find a bat like the one that you have. And no we did not get the chance to go out to Springfield.Nice background *cough*',3,2,positive
'Hey hoe bag! Go take your blood pressure again! lol.',2,3,negative
'GET AT THA DEFAULT',1,1,neutral
'hey girl, where have you been...I missed you after you stopped coming to classes at image. I looked for you at graduation but you weren\'t there. How are things going with you? Get any gigs?',2,2,mixed
'WOW! A thunderstorm! I love thunderstorms.They can be exciting! TTYL! Auntie Tiffy',3,1,positive
'hey hows you? ----- ya have a good night the other week?? ----- xxx',3,1,positive
'We are well... Hey I\'m having a birthday picnic on March 15th.. Think you could come?',2,1,positive
'zdr. macka kak si skupa? ----- mnogo si sexy..are da mi doidesh na gosti?... ----- ----- ????Roses are ----- red ----- violets are korny, ----- when I think of you ----- Ohh baby I get horny, ----- Eat me, ----- Beat me, ----- Bite me, ----- Blow me, ----- Suck me, ----- Fuck me, ----- Very Slowly, ----- if you kiss me, ----- don\'t be sassy, ----- Use your tongue and make it nasty!!! ----- Pass this on to atleast 8 people... If you get it back atleast 5 times, you know your a SEXY beast ----- PASS IT ON TO ANYONE YOU THINK IS FUCKING SEXY????',2,1,positive
'haha prolly was =] but i guess theres a time for everything lol ----- i\'ll prolly meet u next conference or sumthing :p',2,1,positive
'St elizabeth ann seton hospital-Long term care patients. They moved to layfette from kokomo. look it up online and apply they are always hiring. ttyl..dana',1,1,neutral
'Did you and Gordie take those pics at the same time???? weirdos..lol',2,2,mixed
'haha the first half of high school, the other we were opposites! and it doesnt matter your in college now lol',2,1,positive
'HAPPY BIRTHDAY BEAUTIFIL...HOPE YOU SEE MANY MORE..BETTER YET I KNOW YOU WILL...GOD BLESS YOU..STAY UP',3,1,positive
'Hey dude',1,1,neutral
'bout time tOo! lol naw buh thx chu fa \"un-lamin\" my page lol it look real good now =]...SIKE! naw j/p doe =] anywayz i was jus comin thru 2 bless yo page an also tell u gOod luck wit those exams an dun 4get yo helmet, i mean thinkin cap =] be easy Mr **huGgz&&mwaHz** ----- ----- *=x EmMy x=*',2,1,positive
'I miss you to you cutie!! Tell your mom I miss her bunches tooo!!!',3,1,positive
'WHO-DEY AND THANKS FOR THE ADD! K-KIDD',2,1,positive
'spam spam spam, quit fucking spamming bulletins... your not really a 21 year old woman.. your a fat 40 year old man sitting in his mums basement wanking all day spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam spam',1,4,negative
BUTTERCUP!,2,1,positive
thanks!,2,1,positive
'HAPPPPEST BIRTHDAY STARRRR!!!!!! ----- WE GONE GET IT ON N POPPIN\' DIS WEEKEND SO GET READY..........SEE U LATA MUAH',3,1,positive
'wazz up fool how u dooin man u get that shit fixed on ur car or what...',2,2,mixed
'JUST COME\'N THRU TA SEE HOW UR DOIN LEAVE ME LUV TTYL',2,1,positive
'JUST WANTED TO SAY HELLO! IM GOING TO CALL U ABOUT GSI...I THINK I FUCKED THAT UP :( BUT ITS A GOOD PLACE TO WORK FOR. ILL TELL U MORE ABOUT IT...',2,3,negative
'6 Years of Withstand - Wicked Shivers -----',1,1,neutral
'HHHHHIIIIIIIIIIII HOW U DOIN THERE PAL......LMAO',2,1,positive
'hey, i have to go to a party with jason\'s friends :( you guys should come over tommarow. let me know....',2,2,mixed
'Right on another Taurus on the cusp, congrats, and happy birthday, I knew there was a reason I liked your smile',3,1,positive
'hi mom!!',2,1,positive
