@relation '6HumanCoded Dataset'

@attribute content string
@attribute pos numeric
@attribute neg numeric
@attribute Class {positive,neutral,mixed,negative}

@data
'I like the imagery in the background during the interview - really projects the feeling of passion and freedom with your art',2,1,positive
'@jorgeplascencia08 i feel skeptical but Im also the kind where Im desperate Im about to try anything...I will say a prayer for you that things will get better!',2,2,mixed
'This is #2 on the list of their best songs number 1 being Almost Lover<33',3,1,positive
'you had better watch that boy shit...',1,2,negative
'Boob sweat at 0:29 /:',1,2,negative
'@beatlefied70 Nah, he said it was because he was \"exhausted\" when he gets through with the show and doesn\'t want to be bothered. He says people are always coming up to him after the show and he just wants to be left alone. I can see where he\'s coming from',2,2,mixed
'pittsburgh needs to be blown up. they let these mother fuckers do whatever they want. i can NOT stand these pussies. stanley cups or not the penguins are fucking gay.',1,5,negative
'lol i love this guy man\"THIS ONE RIGHT HERE GOT SERVED TO SOME PLAYERS, THEY WAS PLAYIN BUT THEY ALSO GOT PLAYED\"\"THEY LOVE IT FOR $20 DALLAZ...ALL THE TYM, ALL THE TYM\"LMAOOOOOOOO',4,1,positive
'great vid...the only thing is that it had too many reggie bush',3,2,positive
'first comment :D',2,1,positive
'@NOLINKNEWS k thanks just couldnt make it out',2,2,mixed
'long time no see....omg im old.',2,2,mixed
'i am really close to buying this but there is one thing that im not sure about that nobody will give me a straight answer for : CAN ........ IT.........PAUSE......yaknow like make part of a video then continue in another room or is that somthing you have to edit in or is that somthing you cant do at all???',2,2,mixed
'more videos',2,1,positive
'And your arm was being squeezed against your own face. It\'s called a pillow choke. And obviously it was a strategic way to tap someone out quickly. It worked now didn\'t it? Ahhhh.... can\'t wait for the show. Good luck taking that title.',2,2,mixed
'1:30 - theirs a Wizard that follows you, ',1,2,negative
'@DAVIZAO12 HELLZ NA',1,1,neutral
'@MisterQuebec yeah yeah STFU',1,3,negative
'face meeda wrinkles kanapadutunnai... dialogues e konchem athi ga vunnai.',1,1,neutral
'Did ketamine make you wear that terrible coat and bandana combination?',1,3,negative
'this is the 4th time ive gone through ur fatal frame series, thnk u snake for bein awesome!',3,1,positive
'awesome. I\'ve got to get this someday.',3,1,positive
'Aaah!!! <3 My two favorite. SNSD + Lena Fujii :)',4,1,positive
'thanks man yeah I like the way it looks in the dark it kinda trips me out when I stare at it when I am drunk lol',2,1,positive
'this is the best song. its sad and beatuiful and i play it in my head over and over again. it reminds me of me dead aunt. I miss u so much',3,2,positive
'moves to much like a walker',1,2,negative
'mate thats awesome!!al',3,1,positive
'good job on the video man.R.I.P Sean Taylor #1,26,36,21we love you & miss you..',3,2,positive
'We have allsorts of tricks up our sleeves her at S-CAT.',2,1,positive
'great job tom! i liked your lighting work especially. [the blinds were a nice touch too.]-tyler',3,1,positive
'Can\'t decide which is funnier, Fred or Hank...',2,1,positive
'Why is my post repeatedly removed?Five times it is posted then removed.whats up with YT?',1,2,negative
'As a Christian, it is mind-boggling to me that Jews can\'t enter Joseph\'s Tomb. Though Israel regularly hurts herself by her concessions & appeasement, I am surprised that she has not protected this site for Christians (since we consider Joseph to be a \"type\" of Christ).',1,2,negative
'i didn\'t expect the cheapo speakerset, i was thinking of audiophile 2.0 speakersets from M-audio or whatever. oh right, u still need a screen + keyboard.And why such a high end PSU? when it only has 1 gfx card, and a few harddrives.i\'d say an 850w modelwould be more thn enough for this, but it\'s always nice to have extra power when it\'s time to upgrade',2,2,mixed
'man y is this so beeeppiinnng good',3,1,positive
'this hot spiff real talk much luv to everybody in the video',3,1,positive
'City dweller here. Never been on a farm. Thanks for a glimpse into your world. Seems more rewarding and more fulfilling than my own world of concrete.',2,2,mixed
'@marsh1998 Was it a 1973 model? This one is a real hot rod.',2,1,positive
WOW,4,1,positive
'@marius10may genius',3,1,positive
'That thing is sick!',3,3,mixed
'Alright Stop!.........Pajama Time!',3,1,positive
'...OMG lol its weird I was watching this saw babz then sylv... I was like did I read it wrong lmao.',3,1,positive
'oh please James as Fred can\'t be the same person as the dangerousand handsome Johnny Madrid on Lancer. I know it is and an actor has to start somewhere but I can\'t hardly bear to watch James as anyone but a cowboy. Yes I am prejuidce. These old sitcoms were awful and I am old enough to remember them',2,3,negative
'wolverine 0:26',2,1,positive
'coool! should have pup the strings farher out so we can see it better!',3,1,positive
'totally amazing song! soo meaningful, it makes people reflect on things that has happened to them! a nice melody! i love it!',5,1,positive
'So CUTE!!!',5,1,positive
'i am up',2,2,mixed
'you have penguin storm,so? I have it too and when u be rockhopper,no one else sees it!',1,3,negative
'es el mejor sketch que hubo en hazme reir.',1,1,neutral
Hillarious!!!!,5,1,positive
'Great video. I already know how to make a brochure and everything, but I was hoping someone could tell me why my print preview cuts off at about 1/2\" before the right edge of the paper. I\'ve checked the margins and even set them on zero. I\'ve also made sure the grid guides (imaginary blue dotted line) are at the very edge of the paper. No matter what I do, my problem doesn\'t go away. And I definitly know it\'s not my printer because like I said, this error also shows up on the preview.',2,2,mixed
'It looks like something is peeking around the door om the right at :53 and if you pause it at :54 you can see it even better.. it looks like black curly hair.. then right when ur leaving the room look on the floor to the left at 1:34 in the exact same spot where the black curly thing was.. there is a see-thru anomaly',2,2,mixed
'You are a pathetic Loser! If you going to spread crap take some lessons from the decease Nazi Propaganda Minister Joesph Goebbels!! Yep your fat pig Dear Leader Kim allowed 2 million of his own citizens to die from starvation. I hope you are proud of this.....',1,5,negative
'This was a pretty good documentary, but there were some things they didn\'t explain. How do the skewers land? How do they take off in the first place? How can the gyrosprinters mate with their back legs fused together like that? What exactly are those jet-darter things? What caused the oceans to evaporate? How do the grovebacks bury themselves? I was kind of looking forward to them eventually explaining these things.',2,2,mixed
'GUST GO TO HELL THAT IS NOT A JOKE IS IT ??',1,3,negative
'wtfff! kimmm that was supposed to be personal!',3,2,positive
'Angel, thank you so much for taking time to stop by and listen, I really appreciate it, my friend :)Tom',4,1,positive
'the tension in this scene in the flat is unbelievable....they are such good actors to create such an amazing atmosphere because even though what they are doing is wrong, you find yourself seeing their point of view and supporting their relationship, where as in reality, you wouldn\'t...well I wouldn\'t. Incredible Streep and Niro!!!',4,2,positive
'ahhh the starship i was bravo 787th what class was this mine was january - june 09',2,1,positive
'What really stinks is this Wheat Thins commercial.',1,3,negative
'I have tried and saying \"grapefruit\" twice also works.',2,1,positive
'Ok so name me one scientist who does not agree or who has disagreed through \"peer review\" who you do not consider an idiot. Obviously peer review in this field is worthless. We need more than \"it\'s likely.\" From what I have seen the whole group of AGW scientist should be thrown out.',1,4,negative
'Okay I never comment on this show but Alan Colmes, come on no need to invite this guy to your show, he is the Media equivalent of Tom Daschle, he sucks',1,3,negative
'I love you',4,1,positive
'Just a fantastic performance. I saw him in the late 80s but missed Belew and got Earl Slick instead.',3,1,positive
'This is such a Great song! love it!',4,1,positive
sickkkkkkkkkkkk,4,1,positive
awesome!,4,1,positive
'dude u rock i had to just fly up there',3,1,positive
'Wow how did this not show up??Very nice job!! I want to see this episode.',3,1,positive
'@suensmith ......this is why kenya will never develop',1,3,negative
'you got my vote!',3,1,positive
'This song brings back memories of 2005 and isn\'t Jim Carrey in the music vid? My memory ain\'t that good on this song',2,2,mixed
'@IGBJKLHOIGI The real god? Then why does that read \"There\'s no other god than allah\"? Shouldn\'t it read there\'s no other \'alah\' than \'alah\'? Hmm?? BTW, \'alah\' in paleo hebrew (such as the inscription in the film) means CURSE. Go figure.',1,4,negative
'all this needs is yngwie malmsteen.',1,2,negative
'I\'m guessing the golden minigun is a skin?',2,2,mixed
'this is...so...bad...',1,4,negative
'Oh man, this really sucks now. I got jock itch(ring worm-tinea Jacque itchicus) from these scabies. No worries though. I\'m treating it with tough actin\' tinactin. DAMD THES SCABIES!',1,4,negative
'is nich death by house...stranger to.....',1,2,negative
'podrian poner la informacion en espa?ol porfavor?',1,1,neutral
'Develope all the state not just BLOODY ABUJA IF NOT U ARE A JOKE TO THE WORLD.',1,5,negative
cool,2,1,positive
'man i am very sorry for that man 07:46 and all of the people who lived war',2,2,mixed
!!!!!!,1,3,negative
'It was a \'Major\' political catastrophe, oh the puns that were never meant.',1,2,negative
'I remember pickin\' up these guys in 1983 in florida in my pick- up...they were broke, and that fishman guy was barefoot.....i gave \'em a dollar and they went into the corner store and bought themselves a big bottle of pal\'s orange soda....never saw \'em again.',2,2,mixed
'jajajajaa la cara de patito cuando ve a la abu,,, y despues cuando la abraza jajajajaja',1,1,neutral
'sharat chandra varma, you are great. thanks for writing beautiful songs. I listen your dad\'s songs everyday.',3,1,positive
'i <3 katy! california gurls... i am 1!',4,1,positive
'Brilliant medieval tech support ? totally hysterical...Karnt stopp ghiggling, and have to view it multiple times.',3,1,positive
'why cant todays music be like this??',2,2,mixed
'Great song, thanks for reminding me',3,1,positive
'@governmentuser85 haha.',2,1,positive
'@48jarmell the illuminati is dead.',1,3,negative
'Yet Obama panders to these people.....oh the irony',1,3,negative
'Really Good Song :)',4,1,positive
'aaseriously guys there must be some nice men out there i am so lonely',2,2,mixed
'jamming to this song ryte now!!! love from colorado!!',4,1,positive
'what?Tip: Us punctuation and people might be able to read your commentNo offense',2,3,negative
'What is that movie called?',1,1,neutral
'wat a load of wank..world turned upside down is an old workers song about the diggers...twats',1,4,negative
'Grata sorpresa ver a Wilkins cantando ?sta canci?n. Yo no hab?a sabido nada de ?l desde hace tiempo. Se convirti? al cristianismo? Siempre conserva una bella voz.',1,1,neutral
'the squeeze machiene is kind of like meditating :) I want to go to Colorado State University to become a student of Dr. Grandin\'s. She is brilliant and I too am interested in the humane treatement of animals; but also people. I\'m against Monsanto\'s GMO corn and hormones and antibiotics that are directly affecting people who work with the animals. I think all animals are entitled to sunlight (which most chickens do not get that privalege). I also think small farms are better than mass production',3,2,positive
'i feel really bad :\'(i wish i could help... i will still try to look for him all over Toronto...',3,3,mixed
'hard to tell who publishs the book. You should let us know those things when you review so we can chase down those issues more easily.',1,2,negative
'Is that idiot one of TJ\'s burger-munching chums? I hate these publicity stunts! What an obnoxious turd! And he has that lying bearded moron at the beginning!',1,4,negative
'uno mas and I am complete :D',2,1,positive
'Thank you so much for posting this!',3,1,positive
'that was the best guy scream the i have seen in a while! XD',3,2,positive
'Ireland at it\'s best !!!',3,1,positive
'It won\'t let me comment a link, so i\'ll PM you. ^ ^ :;sorry.',1,2,negative
'I know, right?',2,2,mixed
'I am not a Bangladeshi but I love her songs. Not only her voice but also the videos....',3,1,positive
'Cool Video...What\'s the name of the song playing?',2,1,positive
'Ready to night party and meet naughty women **mworld5.info**',2,1,positive
'LMFAO, i miss that old trent, now trent is just old, lol, but hes still god',3,2,positive
amazing!,4,1,positive
'Hmmm more like a movie trailer',1,2,negative
'This is beautiful!! Please, unsolicited Indian telemarketers, please, watch this video and practice it!Just a suggestion, it\'d be awesome if you had Subtitles for each word you said... you can make them using \"YouTube Annotations\"',3,2,positive
'yes yes yes yes THANK UUUUUUUUU now ill get my 360 i play my fatass online with my frined THNK UU SSSSOOOOO MUCH DAME TEACHER DIDNT TOLD US HOW TO DO IT',5,1,positive
'VERY WELL SAID!! Pero sana TAGALOG yung usapan para siguradong maintindihan ng masa. :D',3,1,positive
'Please write \"I love you\" in Navajo! I can almost figure out which word is which in the sentence but it\'s hard without seeing it written.',2,2,mixed
'YOU USED FLANDRES THEME! i still cant get to her extra stage D; also good lineart XD',2,2,mixed
'wow are you shiting i want my 4 sec back',1,4,negative
'such a simple song...but so mesmerizing. :)',4,1,positive
'this song is so cute <3 =)',4,1,positive
'Great as always, but personally i like it when you commentate the replays of the game not the first person cause you can focus more on the battles and the other players and less on button spamming.',2,2,mixed
'hi asenath1954- its between market place and jennings brewery.',2,3,negative
'is this a dado machine?',1,1,neutral
'Greetings from the caves of war. My name is Sgt George LucasI am an American soldier, serving in the military with the army\'s 3rd infantry division based in Iraq/ Baghdad. With a very desperate need for assistance, please contact me as soon as possible with my private email address which is my only way of communication email: (sgtgeorgeluc101@aol.com) Thanks and God bless us all. Sgt George Lucas (sgtgeorgeluc101@aol.com)',2,2,mixed
'you make very lovely babies :) bless them',3,1,positive
'@wowvicio S? pode ser gordo',1,1,neutral
'ok i just copied it all off the website and im building my first pc but im trying to get some top of the line stuff thats not like crazy expensive, but now i have the cpu off my dads old computer i just need a case and mobo, which i know the case i just need a mobo',2,2,mixed
'For anyone considering cataract surgery...don\'t watch this video! I\'m sorry that I did. It caused unnecessary anxiety. I had this surgery two days ago. Before the surgery I was given drops to numb the eye. The sedative they give you in the operating room put me out immediately. I was not awake during the procedure. . I had very little pain afterward. A Tylenol took care of it. And the difference in eyesight is phenomenal.',3,3,mixed
'72 hours.',1,1,neutral
'@Tsuruta1 I would hardly call america\'s colleges and universities\' view of history \"mainstream,\" particularly because the views are not unanimous. What is true, however, is the uni system has accountability because faculty risk their career by spreading',2,2,mixed
'Is this a sound stage dressed as a bar ? WTF ?',1,2,negative
'Kostenlosen Mail Bomber hier bei mir zum Download.',1,1,neutral
'shes holding her hand but awesome 5 stars from me',3,1,positive
'the snow is so beautiful',3,1,positive
bullshit,1,4,negative
'AH, I see you\'ve already seen the Moo-norail. It turned out well. Though the best are yet to come!',3,1,positive
'Very nice!',3,1,positive
'one of the best actors ever!!!!!!!!!!!',5,1,positive
'Is this game more accurate on the Xbox 360 than the PS3?',2,2,mixed
'Everytime I look Madhubala is more beautiful than ever, the beauty takes ones breath away! this is God given, they dont make them like this anymore',4,1,positive
'Doc,',2,1,positive
'Totally RAD BETCH. Linux is the best.',3,2,positive
'Thank you so much for posting this.',3,1,positive
'I wish we had a nellyville.',2,2,mixed
'Try Latino brides in your area ** sarafox.info **',1,1,neutral
'De lo que me pierdo, papasote!!! no te eh olvidado israel sigues siendo mi amor platonico.',1,1,neutral
'its designed after a benneli m3',2,1,positive
'Question, is it all right to use beef stock instead of water?',2,1,positive
'Wow. Amazing video. I\'m starting nursing school soon and hope to be a flight nurse one day.',3,1,positive
'Oh God...*overwhelmed*',3,3,mixed
'P!NK... Amazing... You are Fuckin Perfect.. I have listened to this song all night Thank you for all you do. Never stop :)',5,1,positive
'Reminds me of those \"abducted by aliens\" testimonies ... no-one will believe the poor rhino. \"Seriously, there\'s a big chunk of my ear missing, and I had bruises all over...\"',2,3,negative
'my brother died and were very close i cryed for a long time and i still havnt got over it he was one of my best friend',3,3,mixed
'is that rickey gervais?',1,1,neutral
'FUCK!That Was Epic!',4,2,positive
'They totally had the iPad 10,000.2 back in those days, =p(psst, this is Anwyn btw, =D)',1,2,negative
'Those trails look like fun',2,1,positive
'Don\'t forget to Enable \'Simple File Sharing\' again. And make sure you try this on a Test File or Folder first, or you may accidentally lock yourself out of your important File or Folder.',2,2,mixed
'@BoX098 lol mine too!',2,1,positive
'im doing this in september. how many press ups are you suppose to do, im rubbish at them :(',1,2,negative
'Wow....the gols can two shot a pylon, but can\'t beat those carriers?But then again, the dragoons were WAY OP\'d against the bunker, and the Gols were WAAY more OP\'d against goons and the Carriers were just OP\'d in general.Awesome video x}',3,2,positive
'Dick Butkus is one of the toughest mother fuckers ever. If you don\'t believe me take it up with him.',3,3,mixed
'I mean Chew chew!!',2,2,mixed
'great video u should join my program and checkout my channel',2,1,positive
'results of demerit1. a mark against a person for misconduct or deficiency: If you receive four demerits during a term, you will be expelled from school. 2. the quality of being censurable or punishable; fault; culpability.',1,2,negative
'If We dont do something about these freeks than we are stupid!!!!!!!!!!',1,4,negative
'Gibbs smirks as though he\'s seen it all before. cute I love TIVA!',3,1,positive
'ah man you saw the tour!?!?!?! lucky duck i wish i could have seen it',4,2,positive
'awesome . i hope sony listen to u',3,1,positive
'Right lane was a heads/cam LS1 with a 150 shot',1,1,neutral
'this song is cool',3,1,positive
niiiiiiiiiiiiiiiiiiice,4,1,positive
'LOL!!! Bing!',4,1,positive
'Awww... I went to Australia back in 2005 with a program.. A group of probably between 30 and forty high school age kids... and over the course of the trip, this was deemed as our group song! Nostalgic memories! What a wonderful song and group.',3,1,positive
'@mobbvillan1 108.5 ft lbs of torque is listed in the service manual. And your torquing the nut, not the actual clutch assembly. I\'ve heard people say 6th gear and I\'ve also heard 1st gear. I personally used 1st gear but when I do it again I\'ll try 6th.',2,2,mixed
Wonderful!!,4,1,positive
'Kane lost his mask in the late 90\'s and early 00\'s, definetely not in 07 so something is messed up there. Really poor quailty.',1,3,negative
'Save the Constitution - Ron Paul for President 08',2,1,positive
'looks like he was about to vomit when he said \"King deserves to be honored\" must be hard to lie so much, he is following along in Bush\'s footsteps quite well.',2,3,negative
'only 2 comments? people miss the best music.',2,2,mixed
'The detective guy reminds me of that black guy whos in Street Kings..The one who stashed the money in his wall.',2,2,mixed
'thats fair play but this is a last promise song this one :P',2,2,mixed
'@Mr305aka BINGO!',3,1,positive
'i love the sound of whiskey sloshing in a glass container in the beginning',3,1,positive
'11:15 = \"while you\'re down there...\" LOL',3,2,positive
'I have no doubt that the feds will file suit if Proposition 19 passes, said Dale Gieringer, California director for the pro-legalization National Organization for Reform of Marijuana Laws.Yes On Prop. 19',2,2,mixed
'Even tho am no with shelly.. lol',2,2,mixed
'called sarcasm look it up',1,3,negative
'does any one know where i can find season 2 episode naked babes. thanks',2,1,positive
'What a life story!',3,1,positive
'Qiu Yike has some nasty blocks',1,3,negative
'Scotty is an annoying putz.',1,3,negative
'i talkd to you on whitestripeslvr1 about the fraud',2,2,mixed
'There not fkin sniper lobbies u no people can snipe fkin hell so u disliked it',1,4,negative
'Does anyone know? the name? of the piece of music used in the intro?',2,1,positive
'very cool!',4,1,positive
'wooohhhh come on the 80,s :)',4,1,positive
'@OctalLord Means he\'s testing things',2,1,positive
'How does Arn Anderson not make this list? ',3,2,positive
'This speaker really wants to sound like Obama. \"Ah, Ah, Ah, Ah, Ah. fucking retard cant talk.',1,5,negative
'@dunno199 He just means a bundle of burning sticks.',2,2,mixed
'@xRabiedRoosteRx lol...me too :P',3,1,positive
@meshowcauseme3,4,1,positive
'i\'m literally crying right now.',1,2,negative
'i could do that in my sleep',2,2,mixed
'team garcia!!!',4,1,positive
'eshghe mane hameeeeeeeeed',1,1,neutral
'Is his brain like a one track mind on repeat?He keeps saying \"Oh! I\'m leaving bye!\"*six months pass*\"I\'m leaving again people are sick!\"Seriously....../Facepalm',1,4,negative
'I love this song:)Play all the time on my Ipod',4,1,positive
'OH MY GOD ! That , If you don\'t mind me say ...was actually beautiful :\')',5,1,positive
'I have my first lesson today. This is very helpful!',3,1,positive
'i hope shes doing okaii <--- cutest thing ever!',4,1,positive
'He might see it. I\'ll post it on my wall.',2,2,mixed
'Try making the program from scratch so we can follow along, add some annotations or commentary explaining what you are doing.',2,2,mixed
'Surprisingly good song! Even though I can\'t understand the lyrics, it has a catchy feel, and the music is pretty sharp for the time period. =^[.]^=',3,2,positive
'army prints on a girl = lesbain',1,3,negative
'can you pleaseee make a quick tutorial of this song please? or at least show a top view of the keys and play it slow please? thanks i would really appreciate it',3,2,positive
'Neil is awesome, very talented! He has his bad ideas, but mostly rocks!!!',4,2,positive
'The high notes are off and the harmonies are all over the place! :s',1,3,negative
'nudity on youtube lol',2,1,positive
'Exactly, it\'s like a game of hot potato.',2,2,mixed
'i love this! those 2 r amazing! this was my first \"yaoi\" viewing! i was 9 when i saw this!',5,1,positive
'@youngbuck189 Wait, say what?',1,2,negative
'5:58 was crazy!',2,2,mixed
'Some people are just cold hearted.',1,2,negative
'how do ya get the hack ??? i clicked on the link but i dont get wat u have 2 do after that can u help pleeeez!!!',2,2,mixed
'why the hell doesnt rockstar make updates anymore...',1,2,negative
'Vince and Pete so attractive. Ande Gomez is such a terrific slimeball.',3,3,mixed
'Your the best Dr. Duke thank\'s so much, God Bless you.',4,1,positive
'The old megadrive games are the best. Personally, I am complete and utter *insert obscenity here* at the recent 3D games... :P',3,2,positive
'and my dad moved out after christmas of 09.....',2,2,mixed
'is there a way to change a pickgaurd to another one that has less screws than the one before without it looking weird??(I mean that it also covers less space than the one before.)',2,2,mixed
'lol thsi video is so great!!! love the couple and great song!!!kinda lightens the resident evil mood!! hahaha',4,2,positive
'whats up with fire cape and rune kite?',1,2,negative
'I AM KING',5,1,positive
'Go do stairs and ledges if ya can\'t do those than just quit skating',2,2,mixed
'was it ham with pineapple? That\'s my favoriteAlso first place on this song is very impressive.',3,1,positive
':DD yaay! it rocks! awesome job, i just heard of this band, theyre not bad.',4,2,positive
'i agree too',2,1,positive
'whats the sellers name on ebay',1,1,neutral
'I cant see some of the words under \"excerpt from the instrument\" but other than that 5/5',2,2,mixed
'@Wahofann yea but black ops is going to be better :)',2,1,positive
'I like the lecture/essay style of your videos. It\'s very interesting, and a lot better for serious stuff then pretending to be RWJ and jumpcutting every 4 words (Which is fine for comedy I think)My opinion',3,2,positive
'What a powerful video with powerful points. I can\'t wait to check out Walid Shoebat\'s new book!Ted',3,1,positive
'COOL mask! See the new movable masks that move with the movement of your own face! Click on the Brow Raisers link (left) to see more :-)',3,1,positive
'@iliketodothat rofl. XD',2,1,positive
'I dc a lot during boss battles, specially ceo. Think: What would happen if you disconnect when the ceo is blinking red? It takes over an hour usually to get him there. ; A ; I get ticked off at my computer a lot...... Windows 7 is pretty suckish when it comes to toontown reliability....',2,2,mixed
'I love your videos, they are so informative thank you for sharing your beauty tips. Can you do a tutorial on how you do your eyebrows?',3,1,positive
'is that the Geico caveman on guitar?',1,1,neutral
'I like The Tempest and Different on In Silico and Set Me On Fire and The Fountain on Immersion... thats it... HYC is and will always be their best.',3,1,positive
'please, anything, don\'t take away my salad! i can have all the mixed greens i want? stop, i\'m getting a chubby!',2,2,mixed
'dude i think thats the best one yet jk lmao',3,1,positive
'@rafikcc Revelation 8:9 \" and a third of the creatures that are in the sea which have souls died, and a third of the boats were wrecked\".',1,2,negative
'@da324 Use cedar on the bottom too. Cedar on cedar works great especially western red cedar.',3,1,positive
'jojojolan-please post more info. do you need contents of specific cell? Do you need to pass that to a separate form? ',2,1,positive
'hey charles and alli, ive been on youtube a lot recently and ive been looking for things like ur show and when i finally started whatching i cant stop, anyways i have a question for Alli. Ur going to spain soon and i think u should do what u guys did in the south of the border trip and find a wall with a bunch of other stuff and write something like CTFxC FTW or whatever and see how many people would send u pics(besides im going to spain next year and i think it would be awesome to see that)',2,1,positive
'why are pervs so ugly?',1,4,negative
'@123wedo321 me 2 lol',2,1,positive
Wonderful!,4,1,positive
'Who are the members of the band? Anyone know? Anyone? Please post info if you know. Great stuff, Hoagy was the best!',3,1,positive
'I\'ve never played a Megaman game in my life, yet I *still* love this. Excellent!',4,1,positive
'We\'ve got a little \"To Kill a Mockingbird\" voyeurism going on in this episode!',2,2,mixed
'turn tape lol i love technology',3,1,positive
'sht i aint heard this s0ng ina hella l0ng ass tyme d0e!',3,1,positive
'This is ridiculous. Just turn off the game for half an hour.',1,3,negative
'omg!! that man talks sooo slow, i understand he may have difficulty with the language perhaps but he is discussing English literature so i doubt it. its like spit it out man!!',1,3,negative
'shout out cc..',2,1,positive
'where is the engsub',1,2,negative
'25 years later and I still crack up!',2,1,positive
'best movie ever made! the Godfather of Bollywood. All star cast, Raza Murad, Amjad Khan. Incredible!!!!',4,1,positive
*fingerpicking,1,1,neutral
'1\% of teens would cry if they saw Soulja Boy at the top of a skyscraper about to jump. Copy and paste this EVERYWHERE if you are in the 99\% that would bring popcorn and shout \"Jump nigger!\"',1,5,negative
'Some awesome shots there dude. Bravo.',4,1,positive
'my school is doing this tonight!',2,1,positive
'I have to say, that was actually quite good. I liked it.',2,1,positive
'i love ur hair :)',3,1,positive
'da ast song iz frm dj hero ilyk dat fix up ahaha letz go',2,1,positive
'BP wants everyone to think they care about the ocean and the wildlife and US...but we all know what they REALLY care about $ Greedy assholes. Dont listen to these fake commercials with their sappy music. DONT BELIEVE IT!!',1,4,negative
'do you guys live in pennsylvania cuz i know a kid who looks completely identical(not exagerating at all) to the kid on the red chair with the yellow chat and his brother looks a little like the red head kid, also, i know ive seen the black hair dude (with the blue chat) somewhere. I think they yellow chat dudes friend live across from my friends house and i got to the same karate school as theyellow chat and red head dude (if they are the same thing)',2,1,positive
'This is Kate\'s favorite outfit.',2,1,positive
'I don\'t have a lace scarf, but it\'s got holes on the edge (to put ribbon in when I\'m done blocking) and the rest is just garter stitch. But I don\'t know if I should block with a wire like this, or do it a different way...',2,2,mixed
'435 are set for life while the rest of America won\'t get diddly from Social Security and may never be able to retire!',2,4,negative
'Left 4 dead is a lot funner????',2,2,mixed
'Maybe Uncle Scrooge gave it to him?',1,2,negative
'YEAH REALLY...SHE ...was SWEET to ME...but i heard shes very ROUGH on people who work for her...another thing i find so AMAZING about her is...everyone is saying how UNOBTRUSIVE SHE IS..BUT SHES REEEEAAALLL TALL..SIX FEET 2 EASY....',3,3,mixed
'Hmmmm, do I have a demo.... I just might, but I should probably do a new... That is if it\'s still alright....',2,2,mixed
'LOL, I saw a thread that I started.',2,1,positive
'kudos , om mani peme ho , free tibet and long live his holiness dalai lama ,',2,1,positive
'please download end part of this fight',2,1,positive
'the acting in this scene is brilliant and its just so emotional it makes me cry everytime,fantastic !',4,1,positive
'@batfly Where did this JFK quote come from. This is an important quote!',3,1,positive
'works the same on mac, I have a mac and it works perfectly. Thanks for making an easy tutorial and nice screen saver, you officially pwnd that shit',2,2,mixed
'@PeacenikChick I don\'t see it... sorry They must have taken it down. I will send you the link I have though.',2,2,mixed
'You did the work so long ago, but your tip was good about the save room. It\'s just that it saves your exact status when it saves. It saved before you picked up the health kits the first time. So you needed to pick up the kits exit then walk back in to save again to keep the health. Then load and you would have the life and more kits.',2,2,mixed
RAIDERRRRRRRRRRRRRSSSSSSSSSSSSSSSS!,3,3,mixed
'haha, what a funny dog !',3,1,positive
'awesome job! love mickbeth. thanks so much for posting!',4,1,positive
'RIP Cozzene.',2,2,mixed
'i love this song.',3,1,positive
'yaaay miley! :D',3,1,positive
my,1,1,neutral
'microwave obama',1,3,negative
'Oh Braddy, people use fbook.....It\'s okay. I\'ll sign you up.',2,2,mixed
'@sirHOAX Currently over here, Monsanto is king, and nothing less than a rebellion is going to dethrone them.',2,2,mixed
'Women wrestlers in a cage, wouldn\'t happen in WWE.',1,3,negative
'around the 1:08 mark sounds to me like Jurassic Park',2,2,mixed
'Congrats Manuel!!!! Keep it up!',3,1,positive
'Liking this being played in a slightly different key to the original. I play this on my alto sax, it\'s one of my fave tunes ;)',3,1,positive
'Not bad lol',2,1,positive
'Love this tune. It was the first single I ever bought with my pocket money. I was 11 at the time and had just moved up to senior school. It cost me 42.5p (8s 6d in old money). I played it to death on the radigram at home : )<',3,1,positive
'wheres the comment that says go masterbait to math questions? :D',2,2,mixed
'nettalk is much better check it out nettalk dot com, you dont need to plug it in your computer.',2,2,mixed
'@skyisfallingsftd ',2,2,mixed
'@bram07021993 ',2,2,mixed
'king is back!',2,1,positive
'and Thanks for all the comic con vids!!!!!',3,1,positive
'the725 dislikes were from just plain old twilight faggots',1,4,negative
'In A Gadda Da Vida by Iron Butterfly',1,1,neutral
'I love this song',3,1,positive
'Extinction is the ultimate fate of all species',2,2,mixed
'The picture totally fits this song. But it should be a sun set.',2,2,mixed
'i hate to say this, but is Zizek whacked out on coke?',1,3,negative
'These girls really are messing this movie they are not acting well too much trying hard',1,3,negative
'Love this song (its funny cause its true) and Wally\'s save when the mic falls is a thing of beauty :)',3,1,positive
'@morrius07 i became a lolicon the mineit i saw ku',2,2,mixed
'well im 13 but when i was like 11 or 12 i was hit on by like a ooo what was a FUCKING 80 YEAR OLD DUDE!!',1,4,negative
'@NTRLflvr Mariah Carey Man!',2,1,positive
'the rodeo...',1,1,neutral
'i was watching taleb speak, and i knew something was off but i couldn\'t pinpoint it till i read your comment ^^',2,2,mixed
'10 years ago but they sound like the future',2,1,positive
'wow!!!! this grate',3,1,positive
'you can be an atheist and work a 12 step program. your higher power can be the group of people in the aa or na meeting. it doesnt have to be a godlike being.',2,2,mixed
